Brian,start_gkp,Leno,275,0
Brian,def,Alexander-Arnold,290,0
Brian,def,Zinchenko,31,0
Brian,def,Gvardiol,616,0
Brian,mid,Havertz,6,0
Brian,mid,Maddison,504,0
Brian,mid,Sancho,397,0
Brian,mid,Sterling,216,0
Brian,fwd,J.Alvarez,343,0
Brian,fwd,Haaland,355,0
Brian,fwd,Darwin,293,0
Brian,sub_gkp,Bazunu,569,0
Brian,mid,Gibbs-White,447,1
Brian,def,Perišić,507,2
Brian,def,Tarkowski,265,3
Caoimhín,start_gkp,Onana,597,0
Caoimhín,def,Trippier,430,0
Caoimhín,def,James,206,0
Caoimhín,def,Stones,368,0
Caoimhín,def,Saliba,20,0
Caoimhín,mid,Rashford,396,0
Caoimhín,mid,Martintelli,12,0
Caoimhín,mid,Foden,353,0
Caoimhín,fwd,Mitrović,278,0
Caoimhín,fwd,Kane,500,0
Caoimhín,fwd,Isak,415,0
Caoimhín,sub_gkp,Arrizabalaga,187,0
Caoimhín,def,R.Varane,395,1
Caoimhín,mid,Kulusevski,501,2
Caoimhín,mid,Mount,209,3
Niamh,start_gkp,Pope,424,0
Niamh,def,Chilwell,195,0
Niamh,def,J.Timber,585,0
Niamh,def,Shaw,398,0
Niamh,def,Rúben,350,0
Niamh,mid,Son,516,0
Niamh,mid,Saka,19,0
Niamh,mid,Diogo J.,294,0
Niamh,mid,Szoboszlai,309,0
Niamh,fwd,N.Jackson,211,0
Niamh,fwd,João Pedro,135,0
Niamh,sub_gkp,Martinez,49,0
Niamh,def,Estupiñan,131,1
Niamh,mid,Barnes,603,2
Niamh,fwd,Ferguson,132,3
Seán,start_gkp,Ederson M.,352,0
Seán,def,White,29,0
Seán,def,Mings,51,0
Seán,def,Botman,405,0
Seán,mid,Mudryk,210,0
Seán,mid,De Bruyne,349,0
Seán,mid,B.Fernandes,373,0
Seán,mid,Luis Díaz,303,0
Seán,fwd,Nkunku,212,0
Seán,fwd,Wilson,433,0
Seán,fwd,Gakpo,297,0
Seán,sub_gkp,Alisson,291,0
Seán,mid,Mbeumo,108,1
Seán,def,E.Royal,497,2
Seán,def,Dunk,129,3
Violet,start_gkp,Raya,113,0
Violet,def,Robertson,307,0
Violet,def,Gabriel,5,0
Violet,def,Akanji,341,0
Violet,def,Schär,427,0
Violet,mid,Salah,308,0
Violet,mid,Ødegaard,14,0
Violet,mid,Grealish,354,0
Violet,mid,Mitoma,143,0
Violet,fwd,Højlund,617,0
Violet,fwd,Watkins,60,0
Violet,sub_gkp,Ramsdale,17,0
Violet,fwd,G.Jesus,8,1
Violet,def,Virgil,313,2
Violet,mid,Bowen,526,3
