Brian,start_gkp,Raya,1,0
Brian,def,Tarkowski,229,0
Brian,def,Pedro Porro,499,0
Brian,def,Collins,84,0
Brian,mid,B.Fernandes,426,0
Brian,mid,Rogers,40,0
Brian,mid,Szoboszlai,368,0
Brian,mid,Anderson,481,0
Brian,mid,Maddison,515,0
Brian,fwd,Thiago,106,0
Brian,fwd,Havertz,26,0
Brian,sub_gkp,Donnarumma,384,0
Brian,def,Hincapie,9,1
Brian,def,J.Timber,5,2
Brian,fwd,N.Jackson,166,3
Caoimhín,start_gkp,A.Becker,350,0
Caoimhín,def,Gabriel,4,0
Caoimhín,def,Guéhi,388,0
Caoimhín,def,Muñoz,201,0
Caoimhín,mid,Semenyo,397,0
Caoimhín,mid,Wirtz,366,0
Caoimhín,mid,Cunha,428,0
Caoimhín,mid,Tzolis,557,0
Caoimhín,fwd,Haaland,411,0
Caoimhín,fwd,Watkins,55,0
Caoimhín,fwd,Igor Jesus,491,0
Caoimhín,sub_gkp,Kelleher,82,0
Caoimhín,mid,Sarr,208,1
Caoimhín,def,Lacroix,200,2
Caoimhín,def,N.Williams,469,3
Niamh,start_gkp,Pickford,226,0
Niamh,def,Virgil,356,0
Niamh,def,Konsa,31,0
Niamh,def,Palestra,152,0
Niamh,mid,Palmer,154,0
Niamh,mid,Gibbs-White,480,0
Niamh,mid,Rayan,67,0
Niamh,mid,Rice,13,0
Niamh,fwd,Evanilson,79,0
Niamh,fwd,Isak,379,0
Niamh,fwd,Calvert-Lewin,346,0
Niamh,sub_gkp,Lammens,412,0
Niamh,mid,Bruno G.,452,1
Niamh,def,Gvardiol,391,2
Niamh,def,White,10,3
Seán,start_gkp,Roefs,529,0
Seán,def,O'Reilly,387,0
Seán,def,Frimpong,357,0
Seán,def,Calafiori,8,0
Seán,mid,Saka,12,0
Seán,mid,Mbeumo,427,0
Seán,mid,Gakpo,367,0
Seán,mid,Foden,398,0
Seán,mid,Ødegaard,15,0
Seán,fwd,João Pedro,165,0
Seán,fwd,Gyökeres,25,0
Seán,sub_gkp,Sels,467,0
Seán,fwd,Mateta,223,1
Seán,def,Kerkez,358,2
Seán,def,James,142,3
